title,price,link,search_query
"Microsoft Surface Book 2 13.5"" Intel i7 8650U 1.90GHz 16GB RAM 512GB SSD Win 11",$349.22,https://www.ebay.com/itm/204283294855?_skw=gaming+laptop&epid=26062938811&itmmeta=01JPPWJQSY20FW01PWKXVKPN3J&hash=item2f903bb487:g:0WcAAOSw6r5mTBjj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dBoZsNhjBD5y3NHf%2Bt%2Bq3hlxkBQA7Gj%2FRs5xVIm9f7yFUSBEQT1GuVybNhRlkTg0bPRXCEnPigxa%2FuZuuZmHLj%2BKNWKJsg5DtA05trdhianHtVsnR9iWzqkUL65Fz%2BGtsCV4R7ANtZsOssiv0jg609QNP8Q5t%2B8zuuBTvOoSQoX3C5ts1Ons5m1gYZb5dkYY1lqD9ADRjhGk9OujfQyHjHjR8KScZI6F7FUPz6hshk9Y1lag8D74sVo7ocT5ddifSp4hCfYIcJJJHnqtcTIhmF%7Ctkp%3ABFBMov3K3LVl,gaming laptop
"Acer Nitro 5  ANV15-51 Intel i7-13620h 16Gb RAM 1TB SSD 6Gb RTX4050 15.6"" 144Hz",$800.85,https://www.ebay.com/itm/167271905486?_skw=gaming+laptop&itmmeta=01JPPWJQSYVEYPMP2SQEDVD11Y&hash=item26f22eb8ce:g:NTwAAOSw1otncf3~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dZgoNEKrd3xv6nkM1GnFh3SndfDQ%2FOUuvtibzDnhlq9F3Id385%2FYHyiGZBglu%2BPJoX8LI1mivSmULmrTEZfUz9WeKQTScy1bWxMWTvgWL3TSxfB8yYrueF1qx6vAI8AuAsmkybzXqy3F3zrIVbsQZSLUnm0%2BPqncb%2BJ9tKdwkuu9lSNAHkjTEZjHjh962rEjqLzhBb6xvMMQnLPK6Y0MBxwQbf23DHDhbJzHLqBkMmImxjzRZ7Iq3kTQj%2BmomzTOIzQ9wcENBRuJGugTMKcfoE%7Ctkp%3ABFBMov3K3LVl,gaming laptop
"HP Envy 17 17t Laptop PC 17.3"" UHD 4K U7 155U 16GB 1TB SSD 4GB RTX 3050 BLK W11",$859.45,https://www.ebay.com/itm/365465884883?_skw=gaming+laptop&itmmeta=01JPPWJQSY29EY9BANJ0C1EZ19&hash=item551776d8d3:g:vLcAAOSwB3NnuRW9&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1c9Nj4%2Bc4j7o14fOTOKSKkaUa7XRF%2BjPDQqGZsyHBW9ioAQ7Z5V3Ptj62VmHaY8g%2BHuHcqu6qXSflQH8GHnwRbolvLuj%2FVrDgqEYKowVAKMDSfBKF61%2BcqA2PPZWKwCX9xFqeluiVj6IeDSoSBm1TtwIQVGhjIWq%2FySAzt3kokRoeMtFavumK19IMAG%2B0ws%2BWHPOBWzQuonYe%2Fo3R%2FAaP0HnGRB4ZGG6nS%2B4j%2Fd4SkMOte0qqkBEysD7ALKuCFwYV2M6eT4ZmE2rxzTeSpU54LRDelhyWnmHorExpCe96RFZw%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"Lenovo ThinkPad T480s Intel i5 8350U 1.70GHz 8GB RAM 256GB SSD 14"" FHD Win 11 -",$132.94,https://www.ebay.com/itm/204323441898?_skw=gaming+laptop&epid=20066564683&itmmeta=01JPPWJQSYH9M31J56K1BAC26R&hash=item2f92a04cea:g:hRsAAOSwYR5nPYah&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dVlSswQTOnXijttT37x9FMQKmHhn0fL2oOGes9W79aLo%2BWwyqqE%2BOwKfrVm2JQw6MCTRmC4QMAZMyuVdoHWC8w71FCzccTw7iOCjMXCM0a2gvJOqWadsoGbnhGGtQi7BFjRp3ql2SKOo348Wk0DT%2Brgw%2BmMKHsB6X%2FRhHFGCtMaymDu539bw4IlPX1tK3elfJd6hqEWviOf%2BrNXTJPAQipglS5lPac5tvJf9RxrEo8RJARNTT60XtTu8xS9pwb0MhV6ArfXJYl2J5uoBWQCqhGndN7iDqy83%2BX50loP5FltA%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"Dell 14"" FHD Laptop Intel Quad Core i5 3.60GHz 64GB RAM 4TB SSD Windows 11 Pro",$189.99 to $514.00,https://www.ebay.com/itm/335762697080?_skw=gaming+laptop&itmmeta=01JPPWJQSYJWB4RB81DQCR6EN4&hash=item4e2d042b78:g:zq4AAOSwljxnfY4f&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cPVABvBkPiQbKZ64O8mUbqA4brriv%2FpIwhN4DANEuzBg9%2FfvKG0wvIKV9ka4G4aQ8raM1jpZd0rNRDuIdb6HdPe9k%2F%2Bnkrr1utvxesvM30b2WPgeMt8uTQO24mWTR%2BKC92b%2BGIXK6TjzeW3Ds%2BE6kGF3rx%2Bhs6IXyTT%2FUMwcb8%2BUmTJzMJrh%2BuXK47tJLHINw%2FzgXgOk6gOSOqDvPMhpXeFlT6c%2FiPWeoHwXEprS%2FekvGioiKCKunnIAYdgSTP0dv4yugh4zZs3MUEpPkfYBLItRep0ht08n6jUcFv48MYVA%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
razer blade 15 gaming laptop,$698.70,https://www.ebay.com/itm/146360967487?_skw=gaming+laptop&itmmeta=01JPPWJQSY8T8YXYJ1DBAVR3MB&hash=item2213cb213f:g:rxYAAOSw5Qxn0Zyr&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eRoCZkoUd%2B2IFcQCGBSDAeTPuHctg4DYYFn8ZewTUHVH2S5u8MbE3YHPe%2B06ihaRdJ14EK1HR%2FB69U%2FBcrM80zz4uuP%2BK2SXj20X%2B7sLPht0ng1piaz%2FtzlWYw4TEUom8xqnEJCQS3kotajo4ahOi%2By8kjExl0xwrFMDXdDqpo4W3qn9P7PoZrFYzhPbyOzx9mkQMIqk2jhnbrQmfZ6m2JQulQHxYsWTLuvzN6w5CV4VYIurdlBdHzQsYK1Iz4SAk%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"2024 HP Laptop 15.6"" 10-Core Intel i7,Upto 64GB RAM 2TB SSD, Backlit KB, W11 Pro",$599.00 to $839.00,https://www.ebay.com/itm/116362974438?_skw=gaming+laptop&itmmeta=01JPPWJQSYD54PX7J1C3Z0C7AY&hash=item1b17c614e6:g:ewIAAOSwACxnErid&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1enpEizq%2F2BzYI3vw%2FeLZAF%2BkI8ld3%2BT0lS4wquQ0YDDv0g1IeigAJwUxC7UKyyCxNLTw%2FIyVh61zK7zIDxaU9O7eaet6WIpmihbND5cxRvtrAEkX7tUBIR71LG%2BSg3Vsh1BT1Yq0MGuPaxyW76xBfIA9lqnK%2Bd5bSXeAC0MQKkb%2B0AhEGuUXgmzfuCALBE62jxfK%2FY4HRm6%2BOl22Ahl0pxzTetrYWwz1JKtj3oTqDgM%2Ft5lF7lRxNQ7rY8KZBzHfEpeluuDQ35IQPAGzht2Id8ReifAkYGKaEKXCgMkfw6lw%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
CHUWI HeroBook Pro 14.1 in Laptop Windows 11 Intel N4000 128g SSD Notebook PC,$108.72,https://www.ebay.com/itm/335585942713?_skw=gaming+laptop&itmmeta=01JPPWJQSY1GW6ZMMHM3A6W4P8&hash=item4e227b1cb9:g:GIAAAOSwuVFmAq8C&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fClgqjWS607R%2Fdrfzxy1RfjZouOetoxyuXUxfnjhcGKk5QKtSyZ5rzfyV2La8wbZcol7OyeOt0BxfmX2ocVm%2BFIJV5N1RvnOCqkluT9bjmDBI22Dq5i45%2BpML%2FWK%2Bt7PEn8c6BVN--LYTzBR6VaSS7gs7SgTHOd85ynIxOwuF1DQasBRvQxAoyz6zgVwaROdFFHAcaGFYap1OzzwQLVF8cjas6zvbwHKlvAgyP9zjmk%2B2LZhz6iSVoFtDx0oUOLADvSnI7%2BG4KBgpmteF0ctGD4dSKioouBzKY92AVJa%2B46A%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"Acer Nitro 5  ANV15-51 Intel i5-13420h 16Gb RAM 1TB SSD 8Gb RTX4060 15.6"" 144Hz",$762.68,https://www.ebay.com/itm/167343693271?_skw=gaming+laptop&itmmeta=01JPPWJQSYBT32AQD07PPXKZ09&hash=item26f6761dd7:g:NTwAAOSw1otncf3~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dxC6W2pZ%2Bzqodkdnk7oTmXOloDCzp%2Bs6s%2Fyz7P9wDHya%2B4izzfOJ4UdsyrmDGVX2yj%2FH3U90TDUO4c8I2wPraazAUdRHWMUJ5wFyTj1yweZGG4tn54k7BQ1NZWnJNRPrdVMO49tl0c6gORQymIIVqWq9BMmh6MvoXsE1HSZCVCSpLCP2SweCqKYWA9orvVeCeITyXJF98sQd%2FamFWqO7roOAmzv6AJmm7ZcXd6noTQHmFrrnQbVgzif4tD6zgB0zAyT9eSuCyy8dUtTmACtFmM%7Ctkp%3ABFBMpP3K3LVl,gaming laptop
Dell Latitude 5490 i7-8650U 16GB 256GB New Battery 14inch Compact Laptop.,$305.37,https://www.ebay.com/itm/226614813838?_skw=gaming+laptop&itmmeta=01JPPWJQSYF2BRY5T92997ACMG&hash=item34c34ba48e:g:PlcAAeSwasxnu3op&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f%2B3Ig78lMEgWOEKfDXcmGKLnFIS9M0ES%2B34bWxYeHzkucEvZftaLiaaV1wD39U%2Fq1DWr1DIGZrVfF%2FAK68Qf%2BGiqN4yIr4qUoe7NMaGN%2BbmzuwuPWcZztpigTVTCp6osy2VF6Ge1IOPjl6MEJnPClrBbZJIiDIxWAVR2NNobjjQNvpmEJgr2YMM4yXIwwErXkcl5%2BzT4Z9WkBU1gJidZlc9fM8GnZI0uE3%2Bb9m4rYLVV2KnN5u36ZKhqglXC5hZdpLIDW8aN0X6IuDmtMUevrcy7A9N%2BRXLpDYExrGN1tHeA%3D%3D%7Ctkp%3ABFBMpP3K3LVl,gaming laptop
"HP Spectre x360 2.7GHz i7, 16GB RAM, 512GB SSD, 13.3” FHD Touchscreen - Pristine",$255.00,https://www.ebay.com/itm/167372008593?_skw=gaming+laptop&itmmeta=01JPPWJQSYBWP71AZSX0V5W9TM&hash=item26f8262c91:g:2WkAAOSwr2JnkRPZ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1feK4VE3DYKmiKA%2B57x7VvzAWreodAarrxttpPDGm1Nptbc5FtjVPlr29plG0kh95yJFFAX60%2FuTlDN2PXAwlSqUlYvTo%2BpiaWy9K%2BfAVd8Q%2BXres2urc89%2BzkrSok6iBZzBxdIak4e0eH60bvF0rv4NhUdgsHrV4aIL3EmBSnx27GMVEtNy%2FMIBngo0g58KBgDIW6VgnqiGKKtB74jvIpQhPOaLpEXEwDZkSRdGNh2e1%2B8tcjOJrPg3kp213IHAfkkPvh%2FTcJNf0LpM7lSC3yoYEGdDVq08ftV9ghGTWFvYA%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"Dell Latitude 5500 Intel i5 8365u 1.60Ghz 16GB RAM 256GB SSD 15"" FHD Win 11 - B",$173.02,https://www.ebay.com/itm/185920530124?_skw=gaming+laptop&epid=17067421358&itmmeta=01JPPWJQSYMHWYVHYEMYHBBTZC&hash=item2b49ba26cc:g:LB4AAOSwdzdmS6S4&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1e1aX09eJTqsqFlHywjbUMnSUFjwc%2BFfdFKyEu14hMtzDvc0jn0SC2NMDx385jAf6xSiJ1HgaE9mzW0YjdYwJm2xdOMdQ9newCXt5bysvKu0iCeK76nFaQ%2BEjOs6ndBtowsESmV59xJ2gqwDEZfidHC790M3KmJukuaN3Anfn1udAo9cgpSR%2BZRDzZ2rKmAM6dTvlNIS5PqBv4GgzKD8hFnUzdhjoS6mJVVIioLezmY%2F2ZBkBChwmoGfhY4dvQcJKQ%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"HP Victus 15.6"" FHD 144Hz i5-12450H 32GB RAM 1TB SSD RTX 3050 Win11H Blue",$599.00,https://www.ebay.com/itm/226636409396?_skw=gaming+laptop&itmmeta=01JPPWJQSYQKYV63E3980W0QF9&hash=item34c4952a34:g:xgoAAOSwwpdnY5R8&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d%2FbxexbgebSzj5T5moX4Wu3ghy1SF1uuhoi3671D4y%2F5UEY8AlCl%2Bsi68OiGRNHNQ9VeV0QikZaxSHAePgkHtezQ%2BJX0HcPxJn4NSZunZ4Dqnn%2FcwStNTFn5CKCZfwUoyOoTaE0JE27plttsmB7PpKTYo2y6Q5BQUZnPzxa5RvbFAEUFm72Ca4940nu40ErHWkBsuW14ejfh%2BiehNi%2BKkdDeoBpUusm6H0XE23%2Fc2sYK%2Bphpr87cyO1%2F0GRQioELWhIsPrcgV56ubVTiJZBMqlpnj179oyGsWunrpmvX7D1g%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"2024 ASUS Laptop Vivobook 16"" 10-Core Intel i7 Up to 40GB RAM 2TB SSD Win 11 Pro",$659.00 to $799.00,https://www.ebay.com/itm/146169557069?_skw=gaming+laptop&itmmeta=01JPPWJQSY10VEKCXGR2X84W6F&hash=item220862704d:g:j98AAOSwtIlnLPEr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f%2F5WiQKSy%2BlqkK9nsMGYRZxC2JxQ9cL7c3sZMz7bGSLP3SJS2DDCfqBgs2qYn05AXqGkO0qy2%2FIU8bOb8rHCGNXDI1zVF81a9DpaI6QxnQpi8C9u9lm1Ob%2BQlL9awC%2B3uZ%2BFO8pzBSpbzmc4IBJPoh%2BSkLyncLCnGl1acDqvjRWh2iJXCrgiV1AKXYYzuI1QfY3dwjFXumV1XOEeSktIgiAVp081LwGKS4CCeSmyOO92tpU0H8Gh0LcKuTRK84KM8csEkQDK%2F6k%2F9HizS6YuxyQ3bY%2BmZ3f%2Bv6ZbB9W5BC%2FA%3D%3D%7Ctkp%3ABk9SR6T9yty1ZQ,gaming laptop
"Asus VivoBook 17 17.3"" Laptop Intel Core i5 1.3 Ghz 16 GB Ram 512 GB HDD Iris",$412.80,https://www.ebay.com/itm/267011934246?_skw=gaming+laptop&epid=12062968698&itmmeta=01JPPWJQSYFPX3KF5W09A6R3PZ&hash=item3e2b26c826:g:j7UAAeSwzQBn2f6O&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cYThWDAAKgmR1OBy9nwkGDpkkdeiwdVB0fYw2xSbgJEJs%2FwmDvhVU%2BcY1HW29vvR4V%2B99uX22jAPVDI91ttNMRZmtB2Vi%2FbGGa6oHbTvax1r5LSdK6zmTHqUM2SOxuvG7%2FyrU%2B2gtaQb2WpC9keti%2Fvp2QpArrYhB%2BZUf6hOw9Qa7bd%2B5%2F%2B8mebyTrv%2B2QYgOdFAkGV3L0Iln%2BjB6fLt4L7vHZuHEtTDoi0PORARPCgMNeLlKkWqJXLHqpi9IcEXa9T6ZLQvXeECfUNZAmR55Oj1Zbfs9z9w7fJpBgJLYflA%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"2024 Acer Aspire Laptop 15.6"" FHD AMD Ryzen 7  Upto 32GB RAM &2TB SSD Win 11 Pro",$479.00 to $649.00,https://www.ebay.com/itm/126406212970?_skw=gaming+laptop&itmmeta=01JPPWJQSYTG855EJRQF08ZYWA&hash=item1d6e65bd6a:g:2fQAAOSw5DVmCynI&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cDYCw6ynnvSzLNuMsiRTDUX801yF4TdMZPwv3iQ2xqyBVQKg804ccw775S0hNDP96FvbMI9L2483d4w3Ji6vMuOjAuF6MLtArb6rwTJt%2B41eW0sSm92NQMn--L%2BgyuCnn0OBT456Ocbqw%2BY5k8W0347hAhB6KZnWeXABLt33aXux33lFRn%2FudyapgLvDN28niZ07F1%2F6RCB5ckuGHPTO1jpI1lU1PSern8Njz0qwvQNhqXevNSrEXQpOgNN71vnbf4Wrk9B2Sz9Xn4%2FS7NgZgU--VTAaJEZE7BKuLaMCaA7g%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
New MSI Katana 15.6'' 144Hz FHD Gaming Laptop i7-13620H 16GB 1TB SSD RTX 4060,$974.95,https://www.ebay.com/itm/126757959243?_skw=gaming+laptop&itmmeta=01JPPWJQSY76R6FS8WZA7Z0QMQ&hash=item1d835cf64b:g:STIAAOSwA8VnKBM7&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dwnTsdR%2BClyZxkzBkjFH4Tlc6JfRYatQkn6p2jCM72Giex0wU4hoXT3V73K6jaLWpyZFG1WfWz5qVf1x85tkKzUyOy4sgG1gvmrXnNxPnQpPKJXVdGiomComnAUXLSPskGDx6t09GK9afzZDuAy93ohkJFMSSxqsZqHRG0hX2GeW6ScMFf3OIBbDyWwfW68o%2FhxOWlqxWzGjxNCe4lD89BwCNx3YrORWETPAVVI%2BS0FW%2FsJVjhKLKhYevSdyFsn4BmClUAILCvf0%2FOJftDqPVYurOCnbWGc4oCh4ZJXwScow%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
💥NEW💥 Acer Nitro Gaming Laptop i5-11400H 16GB/512GB - Shale Black - Ships Fast,$648.95,https://www.ebay.com/itm/126016006986?_skw=gaming+laptop&itmmeta=01JPPWJQSY3RW2QXAP7G6ASS47&hash=item1d5723ab4a:g:1PgAAOSwWHtks2qJ&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eYEOsV%2FpKaTSmTU1Qvp1xAUB%2Bs3XAygJnpNIz7%2FCEiaGds5j%2Brm%2BTabob8feW%2BpP5TJ%2By7YDeduNGWrtRzkSN1oxahkZkEGVjZfAcHH5TlVWbmPm%2B75SKzQt%2BVSxlIiRn1Lgkufld0aweXSO4U0IQ3sEPPaaJ2EUFJdgflwfIYu%2FAzv6Bt1hSrtRS1H4yWcHKuTydvdKH3Ccip9kWFTl6uUSwCsmsNxOqiaBrRtTLJPxhHUql6S2egj%2FuIGS%2FA3dY%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
HP Victus 15-fb2063dx 15.6 Ryzen 5 7535HS 8GB DDR5 512GB SSD Radeon RX 6550M NEW,$519.00,https://www.ebay.com/itm/306177376625?_skw=gaming+laptop&itmmeta=01JPPWJQSY0F9B10W18MGPKKP4&hash=item4749980171:g:wDgAAeSw9ptn0x02&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eWkgJnL8iwcWQQgJmeEGoibteCQ5JSu6E8rMUi5JyBTRylZl6SQOvFZUuomvFvZXlzTDcT%2BzZ6VkbbWvi8RolgxEjQNpkJps3XYn73MIA5p4D0nhX4h8fPh1vxb5MkYWAzw9FQtXlZChXG%2Bu7soRy9MDlUR48Tp9I0ciAug30kBradcMxqIBVKLPhacCyhr2Jo8J%2FlY2QFBva2cxB2ZXCdurHKIJaG%2BCWPe9lt0VNmNV4uPKJIhakiUeQlW3K4dxI%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
Acer Nitro 5 Gaming Laptop (Read Description),$222.00,https://www.ebay.com/itm/376037831113?_skw=gaming+laptop&itmmeta=01JPPWJQSZDENGV45SS9WPVBSD&hash=item578d99f1c9:g:PJQAAeSwzjlntr8v&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cai7Y6aGWt%2F5x9gOtFNToG1fZQlFnFXRofOAUIv%2FzPCNq2buUR0bg3SrTST4V17KxCyPfDOiQcX8zXysPTriqIKBRRnAmxI1uhmSIrGlqiUCPDBH1ABWYzvrKWDFhRGKOk0MCaQxACPsV%2FtonsVRLANSA5KJ%2BadDpqhgUAgnGSXQHCbvYDX9DbOd4A1gcWi1%2Fqv67wHCTSw4vTc6WArm8tDKE5YkD4%2BaXHdFHTIKMrCPHjuAaZx%2FseXw1RHNpzbiIqCYoHqvgfBnZVK4gwPZdiqbAMq41PZwMp7IEgcN3b4w%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"17.3"" HP ZBook Laptop PC: Intel i7 Quad Core! 16GB RAM ~ 1TB SSD! Windows 10 Pro",$239.95,https://www.ebay.com/itm/116483988481?_skw=gaming+laptop&itmmeta=01JPPWJQSZM7S5AWX4ENEN1490&hash=item1b1efc9c01:g:p~IAAOSw~zlns9d~&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1diYJKD2YP53%2B62OYgdBAXjWFAurh%2FC40CgYc9iiLtSS%2F0HNaNnWtLpx2FuHpssE%2BMIYNktCi2Y1qivnFraMTBkiknZ1Wfy%2BUdLeJqLlsgQB%2FW0NBVW1L45MXgceVVICIZP2aBkwOUq7B9RNgW1tTEw7quCbqvu8DFr6Rapy6Xc5F%2BurGEPIM2pnDAweRiw%2B%2FgFQk19LKi4vJAVKxlFrwDabTvSkYq857%2BJf7BjHbgwRUlocyjZjf0joIeB38Svrw0%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"2024 Acer Aspire Laptop 14"", 4-Core Intel i5, Up to 36GB RAM 2TB SSD, Win 11 Pro",$479.00 to $659.00,https://www.ebay.com/itm/146165806603?_skw=gaming+laptop&itmmeta=01JPPWJQSZHATFBZK6FC2JJ6T8&hash=item220829360b:g:bRoAAOSw~E5nIpvR&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fXAlLWt9IG75OjnBWHqRA6pOZ9irFlCoS1bc27VMBPYYdX25PN0Ii66bNC8wYJZSh%2FN%2B4fx%2BKZpTivZLb69pjGK8oZzBIS3BKA8MZu5IS%2BCOmBd5MN7lTmamu3CQdfLKm%2FaH4QRIsLSUFNSzxtwuCR1smEOGY5qsvBKWfJt9LOMpI5p5Gd4oCh3cRNIy%2BAJ4wXnr89NCmGNAF0%2F6B7tHuwwNmZoidh%2F10MIWgAAbeEttKdTDgf%2Bmjw7gzSEQyU82u0sw%2BkJZpSYk%2BArQQm3VjL1Xgd2TWNq5SDK6%2FAB7MrHw%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"New ListingNEW! Lenovo ThinkPad T14 Gen 5 14"" Laptop / 1 TB / 32 GB / Intel Ultra 7 / WNTY",$355.00,https://www.ebay.com/itm/326492417318?_skw=gaming+laptop&itmmeta=01JPPWJQSZ6CS20AHJ5MRZA110&hash=item4c0476ed26:g:~L4AAOSwF9xnwjRD&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d8OqAq4V5yuqszPelhzhMF%2F6LnaeW7eAtGVTvRN0xBiYT4XBXWjMTKl6pdEoZj1AWYVQYblZ1W3UEQeMAohJBXq7Avoj3G88NgRZAhI5acDkjeTGb2tdE5vfUJoGlvIiAngcKDax68JyME3aNekPf48GS3IN3w0ljqk%2BCUo2TyOoxDAJroWWNIQ8KgcrgLeDVwpgFMtNtgWOr%2FlAXBSSjIP%2Fl%2B2vDueujmCrkm2TaqAQyI5Tgv6nh%2Fm0QUhNrSb5U%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"Dell G5 5587 15"" FHD 2.2 GHz i7-8750H 16GB 256GB SSD/1TB HDD GTX 1060 - READ",$359.99,https://www.ebay.com/itm/276934032983?_skw=gaming+laptop&itmmeta=01JPPWJQSZQK442J4SJXCS5XWW&hash=item407a8dfe57:g:TXUAAeSwTG9nziPC&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dfmmZxn0dGt%2Bzzo1EUCaoRh7QFo3A7o5%2BcrFNZRUPUcN9UdLCXke8eAJtxc7psvVmAZG8opByHzoBKWmtW8squLWLt2fa2MTeoi8iubGEWjl3zkUlT3mhAd4IZu59cEehWA0%2BFSkRahavXB0duu2Zn%2FIcnjpcW5yumeADrW%2BrdNzBYDOWkELjPeLtz04kMSLu2AHHbsb7nTBQ2ALsIHdOOVkZYTIqzn%2Fe1JapAI9gpT%2FTV5GUMQJVFzUT7YU0%2FiFmfGQBgpG4NG%2Fv4ZUD72%2BNFiWmOxxXdllR7rHQWRGX14Q%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"ACEMAGIC 16"" FHD Laptop AMD Ryzen 9 6900HX 16GB DDR5 512GB SSD Notebook 2025",$620.00,https://www.ebay.com/itm/375890103871?_skw=gaming+laptop&itmmeta=01JPPWJQSZFGWPNFSBB5ZAWMWN&hash=item5784cbce3f:g:yckAAOSwKxlnblnk&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eWaaB1a8Dh7FNYlKnJyXlE0bKx3E%2BzIRhfKQTeCBwWdq4sR2UMLgok7WmVV9cjU68dvfc76lPUi5GTZcyWaJluN6afqBhAHlO3rQ2ElHfXXgkCLsz42bsDfeGkLYK842q1uvarjP1jBripOgNez%2BQA2BnsycQUEZfPwzJJOLc9n%2BdHMJ6MoHjRXRDC5kHKPKGIgVfAsGckI8VmSbWrkhP%2Bk8JuhCwY%2BdudXdWiN%2B5YHXsSFvPEJUwLDptdbe7rP%2Bz1RnCW7CzDK17F7Lif8feJTq92ut5rZxuQ%2B6d4TICYRg%3D%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
"Dell Precision 7750, 17.3"" FHD+, i9-10885H, 64GB RAM, 1TB SSD, RTX 5000, US KB","$1,299.97",https://www.ebay.com/itm/335530772290?_skw=gaming+laptop&itmmeta=01JPPWJQSZ5TDKH18XQTF0GWPH&hash=item4e1f314742:g:ZHEAAOSwPkZmuyrJ&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d8srWmq92b5I8XxWNm3uvgXZNfrOEnLte6LHcZeOL5gjaYjzFsLtpdR%2FsJpSMvub7VE3eObbX%2BUWeSF6kt00l5qhQK4RNiX%2BCdRDgG6yExwoE%2B2%2FHJiazz9qMJEnyp1RtpKHuMtdRnmPeK15wsBCQwwi0CRh5vEyect%2BlCMxOPl21PLAt5yXK2WkI6XNsMjDZygMQvanbLoYCT9bzXoIoqO1SnPSoAeiDq%2BjwY30EP48mVBch2KVR76Cbb6PpKXpQ%3D%7Ctkp%3ABk9SR6b9yty1ZQ,gaming laptop
